lat;lon;U;V
55.22;19.57;-5.67;3.66
55.23;19.57;-5.67;3.66
55.24;19.57;-5.66;3.66
55.24;19.57;-5.66;3.66
55.25;19.57;-5.66;3.66
55.26;19.57;-5.65;3.66
55.27;19.57;-5.65;3.66
55.28;19.57;-5.65;3.66
55.29;19.57;-5.66;3.66
55.3;19.57;-5.67;3.66
55.31;19.57;-5.68;3.66
55.32;19.57;-5.69;3.66
55.33;19.57;-5.71;3.66
55.33;19.57;-5.74;3.65
55.34;19.57;-5.77;3.64
55.35;19.57;-5.82;3.63
55.36;19.57;-5.87;3.6
55.37;19.57;-5.93;3.57
55.38;19.57;-6.01;3.52
55.39;19.57;-6.09;3.45
55.4;19.57;-6.19;3.35
55.41;19.57;-6.28;3.22
55.42;19.57;-6.37;3.05
55.42;19.57;-6.43;2.83
55.43;19.57;-6.45;2.54
55.44;19.57;-6.37;2.17
55.45;19.57;-6.08;1.71
55.46;19.57;-5.4;1.12
54.43;19.59;-3.81;0.55
54.44;19.59;-7.96;1.27
54.45;19.59;-8.3;1.6
54.46;19.59;-8.31;1.93
54.47;19.59;-8.23;2.22
54.48;19.59;-8.09;2.48
54.49;19.59;-7.94;2.69
54.5;19.59;-7.79;2.87
54.51;19.59;-7.65;3.02
54.52;19.59;-7.52;3.13
54.52;19.59;-7.41;3.22
54.53;19.59;-7.3;3.3
54.54;19.59;-7.2;3.36
54.55;19.59;-7.12;3.42
54.56;19.59;-7.04;3.46
54.57;19.59;-6.99;3.49
54.58;19.59;-6.94;3.51
54.59;19.59;-6.91;3.52
54.6;19.59;-6.88;3.53
54.61;19.59;-6.86;3.54
54.61;19.59;-6.85;3.53
54.62;19.59;-6.84;3.53
54.63;19.59;-6.84;3.51
54.64;19.59;-6.84;3.5
54.65;19.59;-6.84;3.48
54.66;19.59;-6.83;3.48
54.67;19.59;-6.81;3.48
54.68;19.59;-6.77;3.49
54.69;19.59;-6.73;3.5
54.7;19.59;-6.68;3.52
54.7;19.59;-6.63;3.54
54.71;19.59;-6.57;3.56
54.72;19.59;-6.51;3.58
54.73;19.59;-6.44;3.61
54.74;19.59;-6.38;3.63
54.75;19.59;-6.32;3.65
54.76;19.59;-6.27;3.66
54.77;19.59;-6.23;3.67
54.78;19.59;-6.2;3.68
54.79;19.59;-6.17;3.68
54.79;19.59;-6.15;3.68
54.8;19.59;-6.13;3.68
54.81;19.59;-6.11;3.68
54.82;19.59;-6.1;3.68
54.83;19.59;-6.09;3.67
54.84;19.59;-6.08;3.67
54.85;19.59;-6.08;3.66
54.86;19.59;-6.07;3.66
54.87;19.59;-6.06;3.66
54.88;19.59;-6.06;3.65
54.88;19.59;-6.06;3.65
54.89;19.59;-6.05;3.65
54.9;19.59;-6.05;3.64
54.91;19.59;-6.06;3.64
54.92;19.59;-6.06;3.63
54.93;19.59;-6.06;3.63
54.94;19.59;-6.06;3.62
54.95;19.59;-6.06;3.62
54.96;19.59;-6.06;3.62
54.97;19.59;-6.05;3.62
54.97;19.59;-6.03;3.62
54.98;19.59;-6.02;3.62
54.99;19.59;-6;3.62
55;19.59;-5.98;3.63
55.01;19.59;-5.97;3.63
55.02;19.59;-5.95;3.63
55.03;19.59;-5.95;3.63
55.04;19.59;-5.95;3.63
55.05;19.59;-5.95;3.63
55.06;19.59;-5.96;3.62
55.06;19.59;-5.97;3.61
55.07;19.59;-5.97;3.61
55.08;19.59;-5.98;3.61
55.09;19.59;-5.97;3.61
55.1;19.59;-5.96;3.61
55.11;19.59;-5.93;3.63
55.12;19.59;-5.9;3.64
55.13;19.59;-5.87;3.65
55.14;19.59;-5.84;3.67
55.15;19.59;-5.81;3.67
55.15;19.59;-5.78;3.68
55.16;19.59;-5.76;3.68
55.17;19.59;-5.74;3.68
55.18;19.59;-5.73;3.67
55.19;19.59;-5.71;3.67
55.2;19.59;-5.7;3.67
55.21;19.59;-5.69;3.67
55.22;19.59;-5.68;3.67
55.23;19.59;-5.67;3.66
55.24;19.59;-5.67;3.66
55.24;19.59;-5.66;3.66
55.25;19.59;-5.66;3.66
55.26;19.59;-5.66;3.66
55.27;19.59;-5.65;3.66
55.28;19.59;-5.66;3.66
55.29;19.59;-5.66;3.66
55.3;19.59;-5.66;3.66
55.31;19.59;-5.67;3.66
55.32;19.59;-5.69;3.66
55.33;19.59;-5.71;3.66
55.33;19.59;-5.73;3.66
55.34;19.59;-5.77;3.65
55.35;19.59;-5.81;3.63
55.36;19.59;-5.86;3.61
55.37;19.59;-5.92;3.57
55.38;19.59;-6;3.52
55.39;19.59;-6.08;3.45
55.4;19.59;-6.18;3.36
55.41;19.59;-6.27;3.23
55.42;19.59;-6.36;3.06
55.42;19.59;-6.43;2.83
55.43;19.59;-6.45;2.54
55.44;19.59;-6.36;2.17
55.45;19.59;-6.08;1.71
55.46;19.59;-5.4;1.12
54.44;19.6;-3.83;0.63
54.45;19.6;-7.92;1.4
54.46;19.6;-8.21;1.7
54.47;19.6;-8.24;2.01
54.48;19.6;-8.16;2.28
54.49;19.6;-8.04;2.52
54.5;19.6;-7.91;2.71
54.51;19.6;-7.78;2.88
54.52;19.6;-7.66;3
54.52;19.6;-7.55;3.11
54.53;19.6;-7.44;3.2
54.54;19.6;-7.35;3.27
54.55;19.6;-7.27;3.33
54.56;19.6;-7.19;3.38
54.57;19.6;-7.14;3.42
54.58;19.6;-7.09;3.44
54.59;19.6;-7.06;3.46
54.6;19.6;-7.03;3.47
54.61;19.6;-7.01;3.48
54.61;19.6;-7;3.48
54.62;19.6;-7;3.47
54.63;19.6;-7;3.46
54.64;19.6;-7;3.45
54.65;19.6;-7;3.43
54.66;19.6;-7;3.42
54.67;19.6;-6.97;3.42
54.68;19.6;-6.94;3.43
54.69;19.6;-6.89;3.45
54.7;19.6;-6.84;3.47
54.7;19.6;-6.78;3.49
54.71;19.6;-6.72;3.51
54.72;19.6;-6.66;3.53
54.73;19.6;-6.59;3.56
54.74;19.6;-6.53;3.58
54.75;19.6;-6.47;3.6
54.76;19.6;-6.41;3.61
54.77;19.6;-6.37;3.63
54.78;19.6;-6.33;3.64
54.79;19.6;-6.3;3.65
54.79;19.6;-6.27;3.65
54.8;19.6;-6.25;3.65
54.81;19.6;-6.23;3.65
54.82;19.6;-6.21;3.65
54.83;19.6;-6.2;3.65
54.84;19.6;-6.19;3.65
54.85;19.6;-6.18;3.64
54.86;19.6;-6.17;3.64
54.87;19.6;-6.16;3.64
54.88;19.6;-6.15;3.64
54.88;19.6;-6.14;3.64
54.89;19.6;-6.14;3.64
54.9;19.6;-6.14;3.64
54.91;19.6;-6.14;3.63
54.92;19.6;-6.14;3.63
54.93;19.6;-6.14;3.62
54.94;19.6;-6.14;3.62
54.95;19.6;-6.13;3.61
54.96;19.6;-6.13;3.61
54.97;19.6;-6.11;3.61
54.97;19.6;-6.1;3.61
54.98;19.6;-6.08;3.61
54.99;19.6;-6.06;3.61
55;19.6;-6.04;3.62
55.01;19.6;-6.03;3.62
55.02;19.6;-6.02;3.62
55.03;19.6;-6.01;3.62
55.04;19.6;-6.01;3.62
55.05;19.6;-6.01;3.61
55.06;19.6;-6.03;3.6
55.06;19.6;-6.04;3.59
55.07;19.6;-6.05;3.58
55.08;19.6;-6.06;3.57
55.09;19.6;-6.05;3.57
55.1;19.6;-6.04;3.58
55.11;19.6;-6.01;3.59
55.12;19.6;-5.97;3.61
55.13;19.6;-5.93;3.62
55.14;19.6;-5.89;3.64
55.15;19.6;-5.85;3.65
55.15;19.6;-5.82;3.66
55.16;19.6;-5.79;3.67
55.17;19.6;-5.77;3.67
55.18;19.6;-5.75;3.67
55.19;19.6;-5.73;3.67
55.2;19.6;-5.72;3.67
55.21;19.6;-5.71;3.67
55.22;19.6;-5.7;3.67
55.23;19.6;-5.69;3.67
55.24;19.6;-5.68;3.67
55.24;19.6;-5.67;3.67
55.25;19.6;-5.67;3.67
55.26;19.6;-5.66;3.67
55.27;19.6;-5.66;3.67
55.28;19.6;-5.66;3.67
55.29;19.6;-5.66;3.67
55.3;19.6;-5.66;3.67
55.31;19.6;-5.67;3.67
55.32;19.6;-5.68;3.67
55.33;19.6;-5.7;3.66
55.33;19.6;-5.73;3.66
55.34;19.6;-5.76;3.65
55.35;19.6;-5.8;3.63
55.36;19.6;-5.85;3.61
55.37;19.6;-5.92;3.58
55.38;19.6;-5.99;3.53
55.39;19.6;-6.08;3.46
55.4;19.6;-6.17;3.36
55.41;19.6;-6.27;3.23
55.42;19.6;-6.36;3.06
55.42;19.6;-6.42;2.83
55.43;19.6;-6.44;2.55
55.44;19.6;-6.36;2.18
55.45;19.6;-6.08;1.71
55.46;19.6;-5.41;1.12
54.45;19.62;-3.82;0.64
54.46;19.62;-7.78;1.42
54.47;19.62;-8.15;1.73
54.48;19.62;-8.2;2.04
54.49;19.62;-8.13;2.31
54.5;19.62;-8.03;2.53
54.51;19.62;-7.92;2.71
54.52;19.62;-7.8;2.86
54.52;19.62;-7.69;2.98
54.53;19.62;-7.59;3.08
54.54;19.62;-7.5;3.16
54.55;19.62;-7.42;3.23
54.56;19.62;-7.36;3.28
54.57;19.62;-7.3;3.33
54.58;19.62;-7.26;3.36
54.59;19.62;-7.22;3.39
54.6;19.62;-7.19;3.4
54.61;19.62;-7.18;3.41
54.61;19.62;-7.16;3.42
54.62;19.62;-7.16;3.41
54.63;19.62;-7.17;3.4
54.64;19.62;-7.17;3.39
54.65;19.62;-7.17;3.37
54.66;19.62;-7.17;3.37
54.67;19.62;-7.14;3.37
54.68;19.62;-7.11;3.37
54.69;19.62;-7.07;3.38
54.7;19.62;-7.01;3.4
54.7;19.62;-6.95;3.42
54.71;19.62;-6.89;3.44
54.72;19.62;-6.82;3.47
54.73;19.62;-6.75;3.49
54.74;19.62;-6.69;3.52
54.75;19.62;-6.62;3.54
54.76;19.62;-6.57;3.56
54.77;19.62;-6.52;3.57
54.78;19.62;-6.48;3.59
54.79;19.62;-6.44;3.6
54.79;19.62;-6.41;3.61
54.8;19.62;-6.38;3.61
54.81;19.62;-6.36;3.62
54.82;19.62;-6.34;3.62
54.83;19.62;-6.32;3.62
54.84;19.62;-6.31;3.62
54.85;19.62;-6.29;3.62
54.86;19.62;-6.28;3.62
54.87;19.62;-6.26;3.62
54.88;19.62;-6.25;3.63
54.88;19.62;-6.24;3.63
54.89;19.62;-6.23;3.63
54.9;19.62;-6.22;3.63
54.91;19.62;-6.22;3.63
54.92;19.62;-6.22;3.62
54.93;19.62;-6.21;3.62
54.94;19.62;-6.21;3.61
54.95;19.62;-6.21;3.61
54.96;19.62;-6.2;3.6
54.97;19.62;-6.19;3.6
54.97;19.62;-6.17;3.6
54.98;19.62;-6.15;3.6
54.99;19.62;-6.13;3.61
55;19.62;-6.11;3.61
55.01;19.62;-6.09;3.61
55.02;19.62;-6.08;3.61
55.03;19.62;-6.07;3.61
55.04;19.62;-6.07;3.6
55.05;19.62;-6.08;3.59
55.06;19.62;-6.1;3.58
55.06;19.62;-6.11;3.56
55.07;19.62;-6.13;3.55
55.08;19.62;-6.14;3.54
55.09;19.62;-6.14;3.53
55.1;19.62;-6.13;3.53
55.11;19.62;-6.1;3.55
55.12;19.62;-6.06;3.56
55.13;19.62;-6.01;3.59
55.14;19.62;-5.96;3.61
55.15;19.62;-5.91;3.63
55.15;19.62;-5.87;3.64
55.16;19.62;-5.83;3.66
55.17;19.62;-5.8;3.67
55.18;19.62;-5.78;3.67
55.19;19.62;-5.76;3.67
55.2;19.62;-5.74;3.67
55.21;19.62;-5.73;3.67
55.22;19.62;-5.71;3.67
55.23;19.62;-5.7;3.67
55.24;19.62;-5.69;3.67
55.24;19.62;-5.68;3.67
55.25;19.62;-5.68;3.67
55.26;19.62;-5.67;3.67
55.27;19.62;-5.67;3.67
55.28;19.62;-5.67;3.67
55.29;19.62;-5.67;3.67
55.3;19.62;-5.67;3.67
55.31;19.62;-5.67;3.67
55.32;19.62;-5.68;3.67
55.33;19.62;-5.7;3.67
55.33;19.62;-5.73;3.66
55.34;19.62;-5.76;3.65
55.35;19.62;-5.8;3.64
55.36;19.62;-5.85;3.61
55.37;19.62;-5.91;3.58
55.38;19.62;-5.99;3.53
55.39;19.62;-6.07;3.46
55.4;19.62;-6.16;3.36
55.41;19.62;-6.26;3.23
55.42;19.62;-6.35;3.06
55.42;19.62;-6.42;2.84
55.43;19.62;-6.44;2.55
55.44;19.62;-6.36;2.18
55.45;19.62;-6.08;1.71
55.46;19.62;-5.41;1.13
54.46;19.63;-3.72;0.64
54.47;19.63;-7.76;1.44
54.48;19.63;-8.15;1.75
54.49;19.63;-8.2;2.05
54.5;19.63;-8.15;2.31
54.51;19.63;-8.05;2.51
54.52;19.63;-7.95;2.68
54.52;19.63;-7.85;2.82
54.53;19.63;-7.75;2.93
54.54;19.63;-7.67;3.03
54.55;19.63;-7.59;3.11
54.56;19.63;-7.53;3.17
54.57;19.63;-7.47;3.22
54.58;19.63;-7.43;3.26
54.59;19.63;-7.39;3.29
54.6;19.63;-7.37;3.32
54.61;19.63;-7.35;3.33
54.61;19.63;-7.34;3.34
54.62;19.63;-7.33;3.34
54.63;19.63;-7.33;3.33
54.64;19.63;-7.34;3.32
54.65;19.63;-7.34;3.3
54.66;19.63;-7.34;3.29
54.67;19.63;-7.31;3.29
54.68;19.63;-7.28;3.29
54.69;19.63;-7.24;3.3
54.7;19.63;-7.19;3.31
54.7;19.63;-7.13;3.33
54.71;19.63;-7.07;3.36
54.72;19.63;-7;3.39
54.73;19.63;-6.93;3.42
54.74;19.63;-6.86;3.44
54.75;19.63;-6.8;3.47
54.76;19.63;-6.74;3.49
54.77;19.63;-6.69;3.51
54.78;19.63;-6.64;3.52
54.79;19.63;-6.6;3.54
54.79;19.63;-6.56;3.55
54.8;19.63;-6.53;3.56
54.81;19.63;-6.5;3.57
54.82;19.63;-6.48;3.57
54.83;19.63;-6.46;3.58
54.84;19.63;-6.44;3.58
54.85;19.63;-6.42;3.58
54.86;19.63;-6.4;3.59
54.87;19.63;-6.38;3.59
54.88;19.63;-6.36;3.6
54.88;19.63;-6.34;3.61
54.89;19.63;-6.32;3.62
54.9;19.63;-6.31;3.62
54.91;19.63;-6.31;3.62
54.92;19.63;-6.3;3.62
54.93;19.63;-6.3;3.61
54.94;19.63;-6.29;3.61
54.95;19.63;-6.29;3.6
54.96;19.63;-6.28;3.6
54.97;19.63;-6.26;3.6
54.97;19.63;-6.24;3.6
54.98;19.63;-6.22;3.6
54.99;19.63;-6.2;3.6
55;19.63;-6.18;3.6
55.01;19.63;-6.16;3.6
55.02;19.63;-6.15;3.6
55.03;19.63;-6.14;3.6
55.04;19.63;-6.14;3.59
55.05;19.63;-6.14;3.58
55.06;19.63;-6.16;3.56
55.06;19.63;-6.19;3.54
55.07;19.63;-6.21;3.52
55.08;19.63;-6.22;3.5
55.09;19.63;-6.23;3.49
55.1;19.63;-6.21;3.49
55.11;19.63;-6.18;3.5
55.12;19.63;-6.14;3.52
55.13;19.63;-6.09;3.54
55.14;19.63;-6.03;3.57
55.15;19.63;-5.98;3.59
55.15;19.63;-5.93;3.62
55.16;19.63;-5.88;3.64
55.17;19.63;-5.84;3.65
55.18;19.63;-5.81;3.66
55.19;19.63;-5.79;3.67
55.2;19.63;-5.77;3.67
55.21;19.63;-5.75;3.67
55.22;19.63;-5.74;3.67
55.23;19.63;-5.72;3.68
55.24;19.63;-5.71;3.68
55.24;19.63;-5.7;3.68
55.25;19.63;-5.69;3.68
55.26;19.63;-5.69;3.68
55.27;19.63;-5.68;3.68
55.28;19.63;-5.68;3.68
55.29;19.63;-5.67;3.68
55.3;19.63;-5.67;3.68
55.31;19.63;-5.68;3.68
55.32;19.63;-5.69;3.67
55.33;19.63;-5.7;3.67
55.33;19.63;-5.72;3.66
55.34;19.63;-5.75;3.65
55.35;19.63;-5.8;3.64
55.36;19.63;-5.85;3.61
55.37;19.63;-5.91;3.58
55.38;19.63;-5.98;3.53
55.39;19.63;-6.07;3.46
55.4;19.63;-6.16;3.37
55.41;19.63;-6.25;3.24
55.42;19.63;-6.34;3.07
55.42;19.63;-6.41;2.85
55.43;19.63;-6.43;2.56
55.44;19.63;-6.36;2.19
55.45;19.63;-6.08;1.72
55.46;19.63;-5.41;1.13
54.47;19.65;-3.73;0.65
54.48;19.65;-7.85;1.46
54.49;19.65;-8.19;1.76
54.5;19.65;-8.25;2.04
54.51;19.65;-8.19;2.29
54.52;19.65;-8.09;2.48
54.52;19.65;-8;2.63
54.53;19.65;-7.91;2.76
54.54;19.65;-7.84;2.87
54.55;19.65;-7.77;2.96
54.56;19.65;-7.71;3.03
54.57;19.65;-7.66;3.09
54.58;19.65;-7.61;3.14
54.59;19.65;-7.58;3.17
54.6;19.65;-7.55;3.2
54.61;19.65;-7.53;3.22
54.61;19.65;-7.52;3.23
54.62;19.65;-7.52;3.23
54.63;19.65;-7.52;3.22
54.64;19.65;-7.52;3.21
54.65;19.65;-7.52;3.19
54.66;19.65;-7.52;3.18
54.67;19.65;-7.51;3.17
54.68;19.65;-7.48;3.17
54.69;19.65;-7.44;3.18
54.7;19.65;-7.39;3.2
54.7;19.65;-7.33;3.23
54.71;19.65;-7.27;3.26
54.72;19.65;-7.19;3.29
54.73;19.65;-7.12;3.32
54.74;19.65;-7.05;3.36
54.75;19.65;-6.98;3.39
54.76;19.65;-6.92;3.41
54.77;19.65;-6.87;3.43
54.78;19.65;-6.82;3.45
54.79;19.65;-6.77;3.47
54.79;19.65;-6.73;3.48
54.8;19.65;-6.69;3.5
54.81;19.65;-6.66;3.51
54.82;19.65;-6.62;3.52
54.83;19.65;-6.6;3.53
54.84;19.65;-6.58;3.54
54.85;19.65;-6.55;3.54
54.86;19.65;-6.53;3.55
54.87;19.65;-6.5;3.56
54.88;19.65;-6.48;3.58
54.88;19.65;-6.45;3.59
54.89;19.65;-6.43;3.6
54.9;19.65;-6.41;3.61
54.91;19.65;-6.4;3.61
54.92;19.65;-6.39;3.61
54.93;19.65;-6.39;3.6
54.94;19.65;-6.38;3.6
54.95;19.65;-6.37;3.6
54.96;19.65;-6.36;3.59
54.97;19.65;-6.34;3.59
54.97;19.65;-6.32;3.59
54.98;19.65;-6.3;3.59
54.99;19.65;-6.28;3.59
55;19.65;-6.25;3.59
55.01;19.65;-6.23;3.59
55.02;19.65;-6.21;3.59
55.03;19.65;-6.2;3.59
55.04;19.65;-6.2;3.58
55.05;19.65;-6.21;3.57
55.06;19.65;-6.23;3.55
55.06;19.65;-6.25;3.52
55.07;19.65;-6.28;3.5
55.08;19.65;-6.3;3.47
55.09;19.65;-6.31;3.46
55.1;19.65;-6.3;3.45
55.11;19.65;-6.27;3.46
55.12;19.65;-6.23;3.47
55.13;19.65;-6.17;3.5
55.14;19.65;-6.11;3.53
55.15;19.65;-6.05;3.56
55.15;19.65;-5.99;3.59
55.16;19.65;-5.94;3.61
55.17;19.65;-5.89;3.63
55.18;19.65;-5.86;3.65
55.19;19.65;-5.83;3.66
55.2;19.65;-5.8;3.66
55.21;19.65;-5.78;3.67
55.22;19.65;-5.77;3.67
55.23;19.65;-5.75;3.67
55.24;19.65;-5.74;3.68
55.24;19.65;-5.73;3.68
55.25;19.65;-5.72;3.68
55.26;19.65;-5.71;3.68
55.27;19.65;-5.7;3.68
55.28;19.65;-5.69;3.68
55.29;19.65;-5.69;3.68
55.3;19.65;-5.68;3.68
55.31;19.65;-5.68;3.68
55.32;19.65;-5.69;3.68
55.33;19.65;-5.7;3.67
55.33;19.65;-5.73;3.67
55.34;19.65;-5.76;3.66
55.35;19.65;-5.8;3.64
55.36;19.65;-5.85;3.62
55.37;19.65;-5.91;3.58
55.38;19.65;-5.98;3.53
55.39;19.65;-6.07;3.46
55.4;19.65;-6.16;3.37
55.41;19.65;-6.25;3.24
55.42;19.65;-6.34;3.07
55.42;19.65;-6.41;2.85
55.43;19.65;-6.43;2.56
55.44;19.65;-6.35;2.2
55.45;19.65;-6.08;1.73
55.46;19.65;-5.4;1.14
54.48;19.67;-3.8;0.65
54.49;19.67;-7.9;1.45
54.5;19.67;-8.3;1.74
54.51;19.67;-8.31;2.02
54.52;19.67;-8.21;2.24
54.52;19.67;-8.14;2.4
54.53;19.67;-8.08;2.55
54.54;19.67;-8.01;2.67
54.55;19.67;-7.95;2.78
54.56;19.67;-7.9;2.87
54.57;19.67;-7.85;2.94
54.58;19.67;-7.81;2.99
54.59;19.67;-7.78;3.03
54.6;19.67;-7.76;3.06
54.61;19.67;-7.74;3.08
54.61;19.67;-7.72;3.09
54.62;19.67;-7.72;3.09
54.63;19.67;-7.72;3.08
54.64;19.67;-7.73;3.07
54.65;19.67;-7.74;3.06
54.66;19.67;-7.74;3.05
54.67;19.67;-7.73;3.05
54.68;19.67;-7.7;3.05
54.69;19.67;-7.66;3.07
54.7;19.67;-7.61;3.08
54.7;19.67;-7.55;3.11
54.71;19.67;-7.48;3.14
54.72;19.67;-7.4;3.18
54.73;19.67;-7.32;3.22
54.74;19.67;-7.24;3.26
54.75;19.67;-7.17;3.3
54.76;19.67;-7.11;3.33
54.77;19.67;-7.05;3.36
54.78;19.67;-7;3.38
54.79;19.67;-6.95;3.39
54.79;19.67;-6.91;3.41
54.8;19.67;-6.86;3.43
54.81;19.67;-6.82;3.44
54.82;19.67;-6.79;3.46
54.83;19.67;-6.75;3.47
54.84;19.67;-6.72;3.48
54.85;19.67;-6.7;3.5
54.86;19.67;-6.67;3.51
54.87;19.67;-6.63;3.53
54.88;19.67;-6.6;3.54
54.88;19.67;-6.57;3.56
54.89;19.67;-6.54;3.57
54.9;19.67;-6.52;3.58
54.91;19.67;-6.5;3.59
54.92;19.67;-6.49;3.59
54.93;19.67;-6.48;3.59
54.94;19.67;-6.47;3.59
54.95;19.67;-6.46;3.58
54.96;19.67;-6.45;3.58
54.97;19.67;-6.43;3.58
54.97;19.67;-6.4;3.58
54.98;19.67;-6.38;3.58
54.99;19.67;-6.35;3.58
55;19.67;-6.33;3.58
55.01;19.67;-6.3;3.59
55.02;19.67;-6.28;3.58
55.03;19.67;-6.27;3.58
55.04;19.67;-6.26;3.58
55.05;19.67;-6.27;3.56
55.06;19.67;-6.28;3.54
55.06;19.67;-6.31;3.52
55.07;19.67;-6.34;3.49
55.08;19.67;-6.37;3.46
55.09;19.67;-6.38;3.43
55.1;19.67;-6.38;3.42
55.11;19.67;-6.35;3.42
55.12;19.67;-6.3;3.44
55.13;19.67;-6.25;3.46
55.14;19.67;-6.18;3.49
55.15;19.67;-6.12;3.53
55.15;19.67;-6.05;3.56
55.16;19.67;-5.99;3.59
55.17;19.67;-5.95;3.62
55.18;19.67;-5.91;3.63
55.19;19.67;-5.87;3.64
55.2;19.67;-5.85;3.65
55.21;19.67;-5.83;3.66
55.22;19.67;-5.81;3.66
55.23;19.67;-5.79;3.67
55.24;19.67;-5.77;3.67
55.24;19.67;-5.76;3.67
55.25;19.67;-5.74;3.67
55.26;19.67;-5.73;3.68
55.27;19.67;-5.72;3.68
55.28;19.67;-5.71;3.68
55.29;19.67;-5.7;3.68
55.3;19.67;-5.7;3.68
55.31;19.67;-5.7;3.68
55.32;19.67;-5.7;3.68
55.33;19.67;-5.71;3.68
55.33;19.67;-5.73;3.67
55.34;19.67;-5.76;3.66
55.35;19.67;-5.8;3.64
55.36;19.67;-5.85;3.62
55.37;19.67;-5.91;3.58
55.38;19.67;-5.98;3.53
55.39;19.67;-6.06;3.47
55.4;19.67;-6.16;3.37
55.41;19.67;-6.25;3.24
55.42;19.67;-6.34;3.08
55.42;19.67;-6.41;2.86
55.43;19.67;-6.43;2.57
55.44;19.67;-6.35;2.2
55.45;19.67;-6.07;1.74
55.46;19.67;-5.4;1.15
54.49;19.68;-3.83;0.67
54.5;19.68;-8.24;1.48
54.51;19.68;-8.4;1.75
54.52;19.68;-8.24;1.97
54.52;19.68;-8.24;2.13
54.53;19.68;-8.22;2.29
54.54;19.68;-8.19;2.44
54.55;19.68;-8.15;2.57
54.56;19.68;-8.1;2.68
54.57;19.68;-8.06;2.76
54.58;19.68;-8.02;2.82
54.59;19.68;-7.99;2.87
54.6;19.68;-7.97;2.9
54.61;19.68;-7.96;2.92
54.61;19.68;-7.95;2.93
54.62;19.68;-7.95;2.94
54.63;19.68;-7.95;2.94
54.64;19.68;-7.96;2.94
54.65;19.68;-7.96;2.94
54.66;19.68;-7.96;2.95
54.67;19.68;-7.94;2.95
54.68;19.68;-7.91;2.96
54.69;19.68;-7.87;2.97
54.7;19.68;-7.82;2.99
54.7;19.68;-7.76;3.01
54.71;19.68;-7.69;3.04
54.72;19.68;-7.61;3.08
54.73;19.68;-7.53;3.12
54.74;19.68;-7.45;3.16
54.75;19.68;-7.37;3.21
54.76;19.68;-7.3;3.25
54.77;19.68;-7.24;3.28
54.78;19.68;-7.18;3.31
54.79;19.68;-7.13;3.33
54.79;19.68;-7.09;3.34
54.8;19.68;-7.04;3.36
54.81;19.68;-7;3.38
54.82;19.68;-6.95;3.4
54.83;19.68;-6.91;3.42
54.84;19.68;-6.88;3.44
54.85;19.68;-6.84;3.45
54.86;19.68;-6.8;3.47
54.87;19.68;-6.77;3.49
54.88;19.68;-6.73;3.51
54.88;19.68;-6.69;3.53
54.89;19.68;-6.66;3.54
54.9;19.68;-6.63;3.56
54.91;19.68;-6.61;3.57
54.92;19.68;-6.6;3.57
54.93;19.68;-6.59;3.57
54.94;19.68;-6.58;3.57
54.95;19.68;-6.56;3.56
54.96;19.68;-6.54;3.56
54.97;19.68;-6.52;3.56
54.97;19.68;-6.49;3.57
54.98;19.68;-6.46;3.57
54.99;19.68;-6.43;3.57
55;19.68;-6.4;3.58
55.01;19.68;-6.37;3.58
55.02;19.68;-6.35;3.58
55.03;19.68;-6.33;3.58
55.04;19.68;-6.32;3.58
55.05;19.68;-6.32;3.57
55.06;19.68;-6.33;3.55
55.06;19.68;-6.36;3.52
55.07;19.68;-6.39;3.49
55.08;19.68;-6.42;3.45
55.09;19.68;-6.43;3.42
55.1;19.68;-6.43;3.41
55.11;19.68;-6.41;3.4
55.12;19.68;-6.37;3.42
55.13;19.68;-6.31;3.44
55.14;19.68;-6.24;3.48
55.15;19.68;-6.18;3.51
55.15;19.68;-6.11;3.55
55.16;19.68;-6.05;3.58
55.17;19.68;-6;3.6
55.18;19.68;-5.96;3.62
55.19;19.68;-5.93;3.63
55.2;19.68;-5.9;3.64
55.21;19.68;-5.87;3.64
55.22;19.68;-5.85;3.65
55.23;19.68;-5.83;3.65
55.24;19.68;-5.81;3.66
55.24;19.68;-5.79;3.66
55.25;19.68;-5.78;3.67
55.26;19.68;-5.76;3.67
55.27;19.68;-5.75;3.67
55.28;19.68;-5.74;3.67
55.29;19.68;-5.73;3.67
55.3;19.68;-5.72;3.68
55.31;19.68;-5.71;3.68
55.32;19.68;-5.71;3.68
55.33;19.68;-5.72;3.68
55.33;19.68;-5.73;3.68
55.34;19.68;-5.76;3.66
55.35;19.68;-5.8;3.65
55.36;19.68;-5.85;3.62
55.37;19.68;-5.91;3.59
55.38;19.68;-5.98;3.54
55.39;19.68;-6.07;3.47
55.4;19.68;-6.16;3.37
55.41;19.68;-6.25;3.25
55.42;19.68;-6.34;3.08
55.42;19.68;-6.41;2.86
55.43;19.68;-6.42;2.57
55.44;19.68;-6.34;2.2
55.45;19.68;-6.07;1.74
55.46;19.68;-5.39;1.15
54.5;19.7;-4.08;0.67
54.51;19.7;-8.42;1.49
54.52;19.7;-7.81;1.68
54.52;19.7;-8.21;1.81
54.53;19.7;-8.33;1.99
54.54;19.7;-8.36;2.17
54.55;19.7;-8.34;2.33
54.56;19.7;-8.31;2.46
54.57;19.7;-8.27;2.56
54.58;19.7;-8.23;2.63
54.59;19.7;-8.21;2.69
54.6;19.7;-8.19;2.73
54.61;19.7;-8.18;2.77
